0,-1.42952997,-1.440008406,-1.497963117,-1.493342985,-2.297338086,-2.366693221,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.015919649,-0.022866529,0,0
1,-1.42952997,-1.440008406,-1.497963117,-1.493342985,-2.297338086,-2.366693221,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.015919649,-0.022866529,0,-0.496308506
2,-1.42952997,-1.440008406,-1.497963117,-1.493342985,-2.297338086,-2.366693221,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.015919649,-0.022866529,0,0.248154253
3,-1.42952997,-1.440008406,-1.497963117,-1.493342985,-2.297338086,-2.366693221,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.015919649,-0.022866529,0,0.124077126
4,-1.42952997,-1.440008406,-1.497963117,-1.493342985,-2.297338086,-2.366693221,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.015919649,-0.022866529,0,-1.240771265
5,-1.42952997,-1.440008406,-1.497963117,-1.493342985,-2.297338086,-2.366693221,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.015919649,-0.022866529,0,0.248154253
6,-1.42952997,-1.440008406,-1.497963117,-1.493342985,-2.297338086,-2.366693221,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.015919649,-0.022866529,0,-1.613002644
7,-1.42952997,-1.440008406,-1.497963117,-1.493342985,-2.297338086,-2.366693221,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.015919649,-0.022866529,0,0.620385632
8,-1.42952997,-1.440008406,-1.497963117,-1.493342985,-2.297338086,-2.366693221,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.015919649,-0.022866529,0,-0.992617012
9,-1.42952997,-1.440008406,-1.497963117,-1.493342985,-2.297338086,-2.366693221,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0.015919649,-0.022866529,0,-1.240771265
10,-1.42952997,-1.381328672,-1.436882862,-1.493342985,-2.297338086,0.523807834,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.714778406,0.708757908,-1.5,-0.248154253
11,-1.42952997,-1.205289468,-1.436882862,-1.370784989,-2.297338086,0.523807834,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-0.714778406,1.440382346,-1.5,1.488925518
12,-1.371034942,-1.322648937,-1.314722352,-1.493342985,-2.297338086,0.523807834,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,-1.445476461,1.440382346,-1.5,2.10931115
